FIGURE,SETTING,INDICATOR,GROUP,SUBGROUP,TIME,START_TIME,END_TIME,VALUE,MEASURE
5,IP,Fentanyl overdose,Sex,Female,24,12/01/2024,12/31/2024,4.255319149,Percent
5,IP,Heroin overdose,Sex,Female,24,12/01/2024,12/31/2024,0.911854103,Percent
5,IP,All Opioids overdose,Sex,Male,1,01/01/2023,01/31/2023,28.80184332,Percent
5,IP,Stimulants overdose,Sex,Male,1,01/01/2023,01/31/2023,27.88018433,Percent
5,IP,Cannabis overdose,Sex,Male,1,01/01/2023,01/31/2023,7.142857143,Percent
5,IP,Benzodiazepine overdose,Sex,Male,1,01/01/2023,01/31/2023,11.29032258,Percent
5,IP,Fentanyl overdose,Sex,Male,1,01/01/2023,01/31/2023,8.986175115,Percent
5,IP,Heroin overdose,Sex,Male,1,01/01/2023,01/31/2023,6.451612903,Percent
5,IP,All Opioids overdose,Sex,Male,2,02/01/2023,02/28/2023,29.72292191,Percent
5,IP,Stimulants overdose,Sex,Male,2,02/01/2023,02/28/2023,30.47858942,Percent
5,IP,Cannabis overdose,Sex,Male,2,02/01/2023,02/28/2023,7.052896725,Percent
5,IP,Benzodiazepine overdose,Sex,Male,2,02/01/2023,02/28/2023,6.04534005,Percent
5,IP,Fentanyl overdose,Sex,Male,2,02/01/2023,02/28/2023,8.060453401,Percent
5,IP,Heroin overdose,Sex,Male,2,02/01/2023,02/28/2023,5.289672544,Percent
5,IP,All Opioids overdose,Sex,Male,3,03/01/2023,03/31/2023,30.25751073,Percent
5,IP,Stimulants overdose,Sex,Male,3,03/01/2023,03/31/2023,26.39484979,Percent
5,IP,Cannabis overdose,Sex,Male,3,03/01/2023,03/31/2023,6.008583691,Percent
5,IP,Benzodiazepine overdose,Sex,Male,3,03/01/2023,03/31/2023,7.725321888,Percent
5,IP,Fentanyl overdose,Sex,Male,3,03/01/2023,03/31/2023,8.798283262,Percent
5,IP,Heroin overdose,Sex,Male,3,03/01/2023,03/31/2023,6.223175966,Percent
5,IP,All Opioids overdose,Sex,Male,4,04/01/2023,04/30/2023,29.66804979,Percent
5,IP,Stimulants overdose,Sex,Male,4,04/01/2023,04/30/2023,28.00829876,Percent
5,IP,Cannabis overdose,Sex,Male,4,04/01/2023,04/30/2023,6.43153527,Percent
5,IP,Benzodiazepine overdose,Sex,Male,4,04/01/2023,04/30/2023,5.601659751,Percent
5,IP,Fentanyl overdose,Sex,Male,4,04/01/2023,04/30/2023,9.336099585,Percent
5,IP,Heroin overdose,Sex,Male,4,04/01/2023,04/30/2023,4.771784232,Percent
5,IP,All Opioids overdose,Sex,Male,5,05/01/2023,05/31/2023,32.92433538,Percent
5,IP,Stimulants overdose,Sex,Male,5,05/01/2023,05/31/2023,33.53783231,Percent
5,IP,Cannabis overdose,Sex,Male,5,05/01/2023,05/31/2023,9.611451943,Percent
5,IP,Benzodiazepine overdose,Sex,Male,5,05/01/2023,05/31/2023,4.294478528,Percent
5,IP,Fentanyl overdose,Sex,Male,5,05/01/2023,05/31/2023,10.83844581,Percent
5,IP,Heroin overdose,Sex,Male,5,05/01/2023,05/31/2023,5.72597137,Percent
5,IP,All Opioids overdose,Sex,Male,6,06/01/2023,06/30/2023,32.80182232,Percent
5,IP,Stimulants overdose,Sex,Male,6,06/01/2023,06/30/2023,26.87927107,Percent
5,IP,Cannabis overdose,Sex,Male,6,06/01/2023,06/30/2023,6.378132118,Percent
5,IP,Benzodiazepine overdose,Sex,Male,6,06/01/2023,06/30/2023,5.69476082,Percent
5,IP,Fentanyl overdose,Sex,Male,6,06/01/2023,06/30/2023,9.567198178,Percent
5,IP,Heroin overdose,Sex,Male,6,06/01/2023,06/30/2023,5.239179954,Percent
5,IP,All Opioids overdose,Sex,Male,7,07/01/2023,07/31/2023,35.23421589,Percent
5,IP,Stimulants overdose,Sex,Male,7,07/01/2023,07/31/2023,28.51323829,Percent
5,IP,Cannabis overdose,Sex,Male,7,07/01/2023,07/31/2023,7.33197556,Percent
5,IP,Benzodiazepine overdose,Sex,Male,7,07/01/2023,07/31/2023,5.49898167,Percent
5,IP,Fentanyl overdose,Sex,Male,7,07/01/2023,07/31/2023,13.64562118,Percent
5,IP,Heroin overdose,Sex,Male,7,07/01/2023,07/31/2023,5.295315682,Percent
5,IP,All Opioids overdose,Sex,Male,8,08/01/2023,08/31/2023,34.73451327,Percent
5,IP,Stimulants overdose,Sex,Male,8,08/01/2023,08/31/2023,27.21238938,Percent
5,IP,Cannabis overdose,Sex,Male,8,08/01/2023,08/31/2023,7.96460177,Percent
5,IP,Benzodiazepine overdose,Sex,Male,8,08/01/2023,08/31/2023,8.185840708,Percent
5,IP,Fentanyl overdose,Sex,Male,8,08/01/2023,08/31/2023,10.39823009,Percent
5,IP,Heroin overdose,Sex,Male,8,08/01/2023,08/31/2023,5.530973451,Percent
5,IP,All Opioids overdose,Sex,Male,9,09/01/2023,09/30/2023,36.63793103,Percent
5,IP,Stimulants overdose,Sex,Male,9,09/01/2023,09/30/2023,27.5862069,Percent
5,IP,Cannabis overdose,Sex,Male,9,09/01/2023,09/30/2023,8.189655172,Percent
5,IP,Benzodiazepine overdose,Sex,Male,9,09/01/2023,09/30/2023,7.327586207,Percent
5,IP,Fentanyl overdose,Sex,Male,9,09/01/2023,09/30/2023,12.06896552,Percent
5,IP,Heroin overdose,Sex,Male,9,09/01/2023,09/30/2023,3.663793103,Percent
5,IP,All Opioids overdose,Sex,Male,10,10/01/2023,10/31/2023,31.35802469,Percent
5,IP,Stimulants overdose,Sex,Male,10,10/01/2023,10/31/2023,28.64197531,Percent
5,IP,Cannabis overdose,Sex,Male,10,10/01/2023,10/31/2023,6.419753086,Percent
5,IP,Benzodiazepine overdose,Sex,Male,10,10/01/2023,10/31/2023,8.641975309,Percent
5,IP,Fentanyl overdose,Sex,Male,10,10/01/2023,10/31/2023,7.407407407,Percent
5,IP,Heroin overdose,Sex,Male,10,10/01/2023,10/31/2023,3.456790123,Percent
5,IP,All Opioids overdose,Sex,Male,11,11/01/2023,11/30/2023,32.19512195,Percent
5,IP,Stimulants overdose,Sex,Male,11,11/01/2023,11/30/2023,28.53658537,Percent
5,IP,Cannabis overdose,Sex,Male,11,11/01/2023,11/30/2023,6.585365854,Percent
5,IP,Benzodiazepine overdose,Sex,Male,11,11/01/2023,11/30/2023,8.048780488,Percent
5,IP,Fentanyl overdose,Sex,Male,11,11/01/2023,11/30/2023,9.512195122,Percent
5,IP,Heroin overdose,Sex,Male,11,11/01/2023,11/30/2023,4.390243902,Percent
5,IP,All Opioids overdose,Sex,Male,12,12/01/2023,12/31/2023,34.79318735,Percent
5,IP,Stimulants overdose,Sex,Male,12,12/01/2023,12/31/2023,27.98053528,Percent
5,IP,Cannabis overdose,Sex,Male,12,12/01/2023,12/31/2023,7.542579075,Percent
5,IP,Benzodiazepine overdose,Sex,Male,12,12/01/2023,12/31/2023,6.082725061,Percent
5,IP,Fentanyl overdose,Sex,Male,12,12/01/2023,12/31/2023,13.38199513,Percent
5,IP,Heroin overdose,Sex,Male,12,12/01/2023,12/31/2023,4.136253041,Percent
5,IP,All Opioids overdose,Sex,Male,13,01/01/2024,01/31/2024,27.76412776,Percent
5,IP,Stimulants overdose,Sex,Male,13,01/01/2024,01/31/2024,30.22113022,Percent
5,IP,Cannabis overdose,Sex,Male,13,01/01/2024,01/31/2024,7.125307125,Percent
5,IP,Benzodiazepine overdose,Sex,Male,13,01/01/2024,01/31/2024,6.87960688,Percent
5,IP,Fentanyl overdose,Sex,Male,13,01/01/2024,01/31/2024,9.828009828,Percent
5,IP,Heroin overdose,Sex,Male,13,01/01/2024,01/31/2024,2.457002457,Percent
5,IP,All Opioids overdose,Sex,Male,14,02/01/2024,02/29/2024,26.4781491,Percent
5,IP,Stimulants overdose,Sex,Male,14,02/01/2024,02/29/2024,29.3059126,Percent
5,IP,Cannabis overdose,Sex,Male,14,02/01/2024,02/29/2024,7.969151671,Percent
5,IP,Benzodiazepine overdose,Sex,Male,14,02/01/2024,02/29/2024,6.940874036,Percent
5,IP,Fentanyl overdose,Sex,Male,14,02/01/2024,02/29/2024,8.740359897,Percent
5,IP,Heroin overdose,Sex,Male,14,02/01/2024,02/29/2024,2.570694087,Percent
5,IP,All Opioids overdose,Sex,Male,15,03/01/2024,03/31/2024,29.55665025,Percent
5,IP,Stimulants overdose,Sex,Male,15,03/01/2024,03/31/2024,32.75862069,Percent
5,IP,Cannabis overdose,Sex,Male,15,03/01/2024,03/31/2024,7.881773399,Percent
5,IP,Benzodiazepine overdose,Sex,Male,15,03/01/2024,03/31/2024,6.403940887,Percent
5,IP,Fentanyl overdose,Sex,Male,15,03/01/2024,03/31/2024,12.06896552,Percent
5,IP,Heroin overdose,Sex,Male,15,03/01/2024,03/31/2024,3.201970443,Percent
5,IP,All Opioids overdose,Sex,Male,16,04/01/2024,04/30/2024,26.12612613,Percent
5,IP,Stimulants overdose,Sex,Male,16,04/01/2024,04/30/2024,32.43243243,Percent
5,IP,Cannabis overdose,Sex,Male,16,04/01/2024,04/30/2024,7.882882883,Percent
5,IP,Benzodiazepine overdose,Sex,Male,16,04/01/2024,04/30/2024,6.531531532,Percent
5,IP,Fentanyl overdose,Sex,Male,16,04/01/2024,04/30/2024,11.03603604,Percent
5,IP,Heroin overdose,Sex,Male,16,04/01/2024,04/30/2024,3.378378378,Percent
5,IP,All Opioids overdose,Sex,Male,17,05/01/2024,05/31/2024,28.5046729,Percent
5,IP,Stimulants overdose,Sex,Male,17,05/01/2024,05/31/2024,26.86915888,Percent
5,IP,Cannabis overdose,Sex,Male,17,05/01/2024,05/31/2024,10.98130841,Percent
5,IP,Benzodiazepine overdose,Sex,Male,17,05/01/2024,05/31/2024,7.009345794,Percent
5,IP,Fentanyl overdose,Sex,Male,17,05/01/2024,05/31/2024,10.04672897,Percent
5,IP,Heroin overdose,Sex,Male,17,05/01/2024,05/31/2024,2.803738318,Percent
5,IP,All Opioids overdose,Sex,Male,18,06/01/2024,06/30/2024,27.19101124,Percent
5,IP,Stimulants overdose,Sex,Male,18,06/01/2024,06/30/2024,31.01123596,Percent
5,IP,Cannabis overdose,Sex,Male,18,06/01/2024,06/30/2024,8.539325843,Percent
5,IP,Benzodiazepine overdose,Sex,Male,18,06/01/2024,06/30/2024,5.842696629,Percent
5,IP,Fentanyl overdose,Sex,Male,18,06/01/2024,06/30/2024,9.662921348,Percent
5,IP,Heroin overdose,Sex,Male,18,06/01/2024,06/30/2024,3.370786517,Percent
5,IP,All Opioids overdose,Sex,Male,19,07/01/2024,07/31/2024,28.78464819,Percent
5,IP,Stimulants overdose,Sex,Male,19,07/01/2024,07/31/2024,29.63752665,Percent
5,IP,Cannabis overdose,Sex,Male,19,07/01/2024,07/31/2024,10.23454158,Percent
5,IP,Benzodiazepine overdose,Sex,Male,19,07/01/2024,07/31/2024,7.036247335,Percent
5,IP,Fentanyl overdose,Sex,Male,19,07/01/2024,07/31/2024,9.808102345,Percent
5,IP,Heroin overdose,Sex,Male,19,07/01/2024,07/31/2024,4.051172708,Percent
5,IP,All Opioids overdose,Sex,Male,20,08/01/2024,08/31/2024,25.10288066,Percent
5,IP,Stimulants overdose,Sex,Male,20,08/01/2024,08/31/2024,28.80658436,Percent
5,IP,Cannabis overdose,Sex,Male,20,08/01/2024,08/31/2024,10.69958848,Percent
5,IP,Benzodiazepine overdose,Sex,Male,20,08/01/2024,08/31/2024,5.761316872,Percent
5,IP,Fentanyl overdose,Sex,Male,20,08/01/2024,08/31/2024,9.465020576,Percent
5,IP,Heroin overdose,Sex,Male,20,08/01/2024,08/31/2024,4.320987654,Percent
5,IP,All Opioids overdose,Sex,Male,21,09/01/2024,09/30/2024,24.71655329,Percent
5,IP,Stimulants overdose,Sex,Male,21,09/01/2024,09/30/2024,29.47845805,Percent
5,IP,Cannabis overdose,Sex,Male,21,09/01/2024,09/30/2024,9.523809524,Percent
5,IP,Benzodiazepine overdose,Sex,Male,21,09/01/2024,09/30/2024,6.12244898,Percent
5,IP,Fentanyl overdose,Sex,Male,21,09/01/2024,09/30/2024,7.709750567,Percent
5,IP,Heroin overdose,Sex,Male,21,09/01/2024,09/30/2024,4.761904762,Percent
5,IP,All Opioids overdose,Sex,Male,22,10/01/2024,10/31/2024,26.94063927,Percent
5,IP,Stimulants overdose,Sex,Male,22,10/01/2024,10/31/2024,28.99543379,Percent
5,IP,Cannabis overdose,Sex,Male,22,10/01/2024,10/31/2024,9.817351598,Percent
5,IP,Benzodiazepine overdose,Sex,Male,22,10/01/2024,10/31/2024,7.762557078,Percent
5,IP,Fentanyl overdose,Sex,Male,22,10/01/2024,10/31/2024,6.621004566,Percent
5,IP,Heroin overdose,Sex,Male,22,10/01/2024,10/31/2024,2.511415525,Percent
5,IP,All Opioids overdose,Sex,Male,23,11/01/2024,11/30/2024,25.25252525,Percent
5,IP,Stimulants overdose,Sex,Male,23,11/01/2024,11/30/2024,29.54545455,Percent
5,IP,Cannabis overdose,Sex,Male,23,11/01/2024,11/30/2024,8.080808081,Percent
5,IP,Benzodiazepine overdose,Sex,Male,23,11/01/2024,11/30/2024,4.797979798,Percent
5,IP,Fentanyl overdose,Sex,Male,23,11/01/2024,11/30/2024,8.585858586,Percent
5,IP,Heroin overdose,Sex,Male,23,11/01/2024,11/30/2024,1.262626263,Percent
5,IP,All Opioids overdose,Sex,Male,24,12/01/2024,12/31/2024,22.88401254,Percent
5,IP,Stimulants overdose,Sex,Male,24,12/01/2024,12/31/2024,30.09404389,Percent
5,IP,Cannabis overdose,Sex,Male,24,12/01/2024,12/31/2024,9.404388715,Percent
5,IP,Benzodiazepine overdose,Sex,Male,24,12/01/2024,12/31/2024,6.5830721,Percent
5,IP,Fentanyl overdose,Sex,Male,24,12/01/2024,12/31/2024,8.777429467,Percent
5,IP,Heroin overdose,Sex,Male,24,12/01/2024,12/31/2024,1.880877743,Percent
5,IP,All Opioids overdose,Total,Total,1,01/01/2023,01/31/2023,22.21030043,Percent
5,IP,Stimulants overdose,Total,Total,1,01/01/2023,01/31/2023,19.42060086,Percent
5,IP,Cannabis overdose,Total,Total,1,01/01/2023,01/31/2023,6.115879828,Percent
5,IP,Benzodiazepine overdose,Total,Total,1,01/01/2023,01/31/2023,10.72961373,Percent
5,IP,Fentanyl overdose,Total,Total,1,01/01/2023,01/31/2023,5.579399142,Percent
5,IP,Heroin overdose,Total,Total,1,01/01/2023,01/31/2023,3.862660944,Percent
5,IP,All Opioids overdose,Total,Total,2,02/01/2023,02/28/2023,22.56097561,Percent
5,IP,Stimulants overdose,Total,Total,2,02/01/2023,02/28/2023,20,Percent
5,IP,Cannabis overdose,Total,Total,2,02/01/2023,02/28/2023,5.609756098,Percent
5,IP,Benzodiazepine overdose,Total,Total,2,02/01/2023,02/28/2023,7.926829268,Percent
5,IP,Fentanyl overdose,Total,Total,2,02/01/2023,02/28/2023,5.853658537,Percent
5,IP,Heroin overdose,Total,Total,2,02/01/2023,02/28/2023,3.292682927,Percent
5,IP,All Opioids overdose,Total,Total,3,03/01/2023,03/31/2023,23.02839117,Percent
5,IP,Stimulants overdose,Total,Total,3,03/01/2023,03/31/2023,20.08412198,Percent
5,IP,Cannabis overdose,Total,Total,3,03/01/2023,03/31/2023,5.362776025,Percent
5,IP,Benzodiazepine overdose,Total,Total,3,03/01/2023,03/31/2023,8.832807571,Percent
5,IP,Fentanyl overdose,Total,Total,3,03/01/2023,03/31/2023,6.098843323,Percent
5,IP,Heroin overdose,Total,Total,3,03/01/2023,03/31/2023,3.470031546,Percent
5,IP,All Opioids overdose,Total,Total,4,04/01/2023,04/30/2023,26.00849257,Percent
5,IP,Stimulants overdose,Total,Total,4,04/01/2023,04/30/2023,20.16985138,Percent
5,IP,Cannabis overdose,Total,Total,4,04/01/2023,04/30/2023,5.732484076,Percent
5,IP,Benzodiazepine overdose,Total,Total,4,04/01/2023,04/30/2023,6.687898089,Percent
5,IP,Fentanyl overdose,Total,Total,4,04/01/2023,04/30/2023,7.643312102,Percent
5,IP,Heroin overdose,Total,Total,4,04/01/2023,04/30/2023,3.503184713,Percent
5,IP,All Opioids overdose,Total,Total,5,05/01/2023,05/31/2023,27.39130435,Percent
5,IP,Stimulants overdose,Total,Total,5,05/01/2023,05/31/2023,24.13043478,Percent
5,IP,Cannabis overdose,Total,Total,5,05/01/2023,05/31/2023,7.5,Percent
5,IP,Benzodiazepine overdose,Total,Total,5,05/01/2023,05/31/2023,5.97826087,Percent
5,IP,Fentanyl overdose,Total,Total,5,05/01/2023,05/31/2023,7.717391304,Percent
5,IP,Heroin overdose,Total,Total,5,05/01/2023,05/31/2023,4.456521739,Percent
5,IP,All Opioids overdose,Total,Total,6,06/01/2023,06/30/2023,27.29357798,Percent
5,IP,Stimulants overdose,Total,Total,6,06/01/2023,06/30/2023,20.41284404,Percent
5,IP,Cannabis overdose,Total,Total,6,06/01/2023,06/30/2023,6.651376147,Percent
5,IP,Benzodiazepine overdose,Total,Total,6,06/01/2023,06/30/2023,8.371559633,Percent
5,IP,Fentanyl overdose,Total,Total,6,06/01/2023,06/30/2023,7.224770642,Percent
5,IP,Heroin overdose,Total,Total,6,06/01/2023,06/30/2023,3.325688073,Percent
5,IP,All Opioids overdose,Total,Total,7,07/01/2023,07/31/2023,28.96698616,Percent
5,IP,Stimulants overdose,Total,Total,7,07/01/2023,07/31/2023,21.51224707,Percent
5,IP,Cannabis overdose,Total,Total,7,07/01/2023,07/31/2023,6.49627263,Percent
5,IP,Benzodiazepine overdose,Total,Total,7,07/01/2023,07/31/2023,6.389776358,Percent
5,IP,Fentanyl overdose,Total,Total,7,07/01/2023,07/31/2023,9.265175719,Percent
5,IP,Heroin overdose,Total,Total,7,07/01/2023,07/31/2023,3.514376997,Percent
5,IP,All Opioids overdose,Total,Total,8,08/01/2023,08/31/2023,26.40264026,Percent
5,IP,Stimulants overdose,Total,Total,8,08/01/2023,08/31/2023,20.79207921,Percent
5,IP,Cannabis overdose,Total,Total,8,08/01/2023,08/31/2023,5.830583058,Percent
5,IP,Benzodiazepine overdose,Total,Total,8,08/01/2023,08/31/2023,8.690869087,Percent
5,IP,Fentanyl overdose,Total,Total,8,08/01/2023,08/31/2023,7.04070407,Percent
5,IP,Heroin overdose,Total,Total,8,08/01/2023,08/31/2023,4.070407041,Percent
5,IP,All Opioids overdose,Total,Total,9,09/01/2023,09/30/2023,28.69757174,Percent
5,IP,Stimulants overdose,Total,Total,9,09/01/2023,09/30/2023,20.75055188,Percent
5,IP,Cannabis overdose,Total,Total,9,09/01/2023,09/30/2023,6.953642384,Percent
5,IP,Benzodiazepine overdose,Total,Total,9,09/01/2023,09/30/2023,9.713024283,Percent
5,IP,Fentanyl overdose,Total,Total,9,09/01/2023,09/30/2023,8.057395143,Percent
5,IP,Heroin overdose,Total,Total,9,09/01/2023,09/30/2023,3.311258278,Percent
5,IP,All Opioids overdose,Total,Total,10,10/01/2023,10/31/2023,24.23529412,Percent
5,IP,Stimulants overdose,Total,Total,10,10/01/2023,10/31/2023,20.58823529,Percent
5,IP,Cannabis overdose,Total,Total,10,10/01/2023,10/31/2023,5.647058824,Percent
5,IP,Benzodiazepine overdose,Total,Total,10,10/01/2023,10/31/2023,8,Percent
5,IP,Fentanyl overdose,Total,Total,10,10/01/2023,10/31/2023,6,Percent
5,IP,Heroin overdose,Total,Total,10,10/01/2023,10/31/2023,2.235294118,Percent
5,IP,All Opioids overdose,Total,Total,11,11/01/2023,11/30/2023,26.78347935,Percent
5,IP,Stimulants overdose,Total,Total,11,11/01/2023,11/30/2023,21.27659574,Percent
5,IP,Cannabis overdose,Total,Total,11,11/01/2023,11/30/2023,7.259073842,Percent
5,IP,Benzodiazepine overdose,Total,Total,11,11/01/2023,11/30/2023,6.75844806,Percent
5,IP,Fentanyl overdose,Total,Total,11,11/01/2023,11/30/2023,8.385481852,Percent
5,IP,Heroin overdose,Total,Total,11,11/01/2023,11/30/2023,3.629536921,Percent
5,IP,All Opioids overdose,Total,Total,12,12/01/2023,12/31/2023,28.07017544,Percent
5,IP,Stimulants overdose,Total,Total,12,12/01/2023,12/31/2023,20.05012531,Percent
5,IP,Cannabis overdose,Total,Total,12,12/01/2023,12/31/2023,6.140350877,Percent
5,IP,Benzodiazepine overdose,Total,Total,12,12/01/2023,12/31/2023,7.518796992,Percent
5,IP,Fentanyl overdose,Total,Total,12,12/01/2023,12/31/2023,9.273182957,Percent
5,IP,Heroin overdose,Total,Total,12,12/01/2023,12/31/2023,2.506265664,Percent
5,IP,All Opioids overdose,Total,Total,13,01/01/2024,01/31/2024,23.05795314,Percent
5,IP,Stimulants overdose,Total,Total,13,01/01/2024,01/31/2024,22.81134402,Percent
5,IP,Cannabis overdose,Total,Total,13,01/01/2024,01/31/2024,5.918618989,Percent
5,IP,Benzodiazepine overdose,Total,Total,13,01/01/2024,01/31/2024,8.877928483,Percent
5,IP,Fentanyl overdose,Total,Total,13,01/01/2024,01/31/2024,7.768187423,Percent
5,IP,Heroin overdose,Total,Total,13,01/01/2024,01/31/2024,2.096177559,Percent
5,IP,All Opioids overdose,Total,Total,14,02/01/2024,02/29/2024,22.58064516,Percent
5,IP,Stimulants overdose,Total,Total,14,02/01/2024,02/29/2024,22.44623656,Percent
5,IP,Cannabis overdose,Total,Total,14,02/01/2024,02/29/2024,6.85483871,Percent
5,IP,Benzodiazepine overdose,Total,Total,14,02/01/2024,02/29/2024,9.139784946,Percent
5,IP,Fentanyl overdose,Total,Total,14,02/01/2024,02/29/2024,6.989247312,Percent
5,IP,Heroin overdose,Total,Total,14,02/01/2024,02/29/2024,2.150537634,Percent
5,IP,All Opioids overdose,Total,Total,15,03/01/2024,03/31/2024,22.97772567,Percent
5,IP,Stimulants overdose,Total,Total,15,03/01/2024,03/31/2024,23.32942556,Percent
5,IP,Cannabis overdose,Total,Total,15,03/01/2024,03/31/2024,6.682297773,Percent
5,IP,Benzodiazepine overdose,Total,Total,15,03/01/2024,03/31/2024,6.565064478,Percent
5,IP,Fentanyl overdose,Total,Total,15,03/01/2024,03/31/2024,7.033997655,Percent
5,IP,Heroin overdose,Total,Total,15,03/01/2024,03/31/2024,2.227432591,Percent
5,IP,All Opioids overdose,Total,Total,16,04/01/2024,04/30/2024,21.59353349,Percent
5,IP,Stimulants overdose,Total,Total,16,04/01/2024,04/30/2024,24.36489607,Percent
5,IP,Cannabis overdose,Total,Total,16,04/01/2024,04/30/2024,6.23556582,Percent
5,IP,Benzodiazepine overdose,Total,Total,16,04/01/2024,04/30/2024,7.736720554,Percent
5,IP,Fentanyl overdose,Total,Total,16,04/01/2024,04/30/2024,7.390300231,Percent
5,IP,Heroin overdose,Total,Total,16,04/01/2024,04/30/2024,2.424942263,Percent
5,IP,All Opioids overdose,Total,Total,17,05/01/2024,05/31/2024,23.48916762,Percent
5,IP,Stimulants overdose,Total,Total,17,05/01/2024,05/31/2024,22.00684151,Percent
5,IP,Cannabis overdose,Total,Total,17,05/01/2024,05/31/2024,7.753705815,Percent
5,IP,Benzodiazepine overdose,Total,Total,17,05/01/2024,05/31/2024,8.665906499,Percent
5,IP,Fentanyl overdose,Total,Total,17,05/01/2024,05/31/2024,7.525655644,Percent
5,IP,Heroin overdose,Total,Total,17,05/01/2024,05/31/2024,1.710376283,Percent
5,IP,All Opioids overdose,Total,Total,18,06/01/2024,06/30/2024,22.13393871,Percent
5,IP,Stimulants overdose,Total,Total,18,06/01/2024,06/30/2024,25.08513053,Percent
5,IP,Cannabis overdose,Total,Total,18,06/01/2024,06/30/2024,7.718501703,Percent
5,IP,Benzodiazepine overdose,Total,Total,18,06/01/2024,06/30/2024,7.264472191,Percent
5,IP,Fentanyl overdose,Total,Total,18,06/01/2024,06/30/2024,7.604994325,Percent
5,IP,Heroin overdose,Total,Total,18,06/01/2024,06/30/2024,2.27014756,Percent
5,IP,All Opioids overdose,Total,Total,19,07/01/2024,07/31/2024,23.70689655,Percent
5,IP,Stimulants overdose,Total,Total,19,07/01/2024,07/31/2024,21.01293103,Percent
5,IP,Cannabis overdose,Total,Total,19,07/01/2024,07/31/2024,7.75862069,Percent
5,IP,Benzodiazepine overdose,Total,Total,19,07/01/2024,07/31/2024,9.267241379,Percent
5,IP,Fentanyl overdose,Total,Total,19,07/01/2024,07/31/2024,6.573275862,Percent
5,IP,Heroin overdose,Total,Total,19,07/01/2024,07/31/2024,2.909482759,Percent
5,IP,All Opioids overdose,Total,Total,20,08/01/2024,08/31/2024,22.28202368,Percent
5,IP,Stimulants overdose,Total,Total,20,08/01/2024,08/31/2024,23.25080732,Percent
5,IP,Cannabis overdose,Total,Total,20,08/01/2024,08/31/2024,8.611410118,Percent
5,IP,Benzodiazepine overdose,Total,Total,20,08/01/2024,08/31/2024,7.212055974,Percent
5,IP,Fentanyl overdose,Total,Total,20,08/01/2024,08/31/2024,7.96555436,Percent
5,IP,Heroin overdose,Total,Total,20,08/01/2024,08/31/2024,2.583423036,Percent
5,IP,All Opioids overdose,Total,Total,21,09/01/2024,09/30/2024,21.90580504,Percent
5,IP,Stimulants overdose,Total,Total,21,09/01/2024,09/30/2024,21.79627601,Percent
5,IP,Cannabis overdose,Total,Total,21,09/01/2024,09/30/2024,7.995618839,Percent
5,IP,Benzodiazepine overdose,Total,Total,21,09/01/2024,09/30/2024,7.009857612,Percent
5,IP,Fentanyl overdose,Total,Total,21,09/01/2024,09/30/2024,6.681270537,Percent
5,IP,Heroin overdose,Total,Total,21,09/01/2024,09/30/2024,2.73822563,Percent
5,IP,All Opioids overdose,Total,Total,22,10/01/2024,10/31/2024,20.70588235,Percent
5,IP,Stimulants overdose,Total,Total,22,10/01/2024,10/31/2024,21.52941176,Percent
5,IP,Cannabis overdose,Total,Total,22,10/01/2024,10/31/2024,9.058823529,Percent
5,IP,Benzodiazepine overdose,Total,Total,22,10/01/2024,10/31/2024,8.470588235,Percent
5,IP,Fentanyl overdose,Total,Total,22,10/01/2024,10/31/2024,4.941176471,Percent
5,IP,Heroin overdose,Total,Total,22,10/01/2024,10/31/2024,1.647058824,Percent
5,IP,All Opioids overdose,Total,Total,23,11/01/2024,11/30/2024,21.66874222,Percent
5,IP,Stimulants overdose,Total,Total,23,11/01/2024,11/30/2024,21.29514321,Percent
5,IP,Cannabis overdose,Total,Total,23,11/01/2024,11/30/2024,7.222914072,Percent
5,IP,Benzodiazepine overdose,Total,Total,23,11/01/2024,11/30/2024,6.226650062,Percent
5,IP,Fentanyl overdose,Total,Total,23,11/01/2024,11/30/2024,5.603985056,Percent
5,IP,Heroin overdose,Total,Total,23,11/01/2024,11/30/2024,1.245330012,Percent
5,IP,All Opioids overdose,Total,Total,24,12/01/2024,12/31/2024,20.0617284,Percent
5,IP,Stimulants overdose,Total,Total,24,12/01/2024,12/31/2024,20.52469136,Percent
5,IP,Cannabis overdose,Total,Total,24,12/01/2024,12/31/2024,7.407407407,Percent
5,IP,Benzodiazepine overdose,Total,Total,24,12/01/2024,12/31/2024,8.333333333,Percent
5,IP,Fentanyl overdose,Total,Total,24,12/01/2024,12/31/2024,6.481481481,Percent
5,IP,Heroin overdose,Total,Total,24,12/01/2024,12/31/2024,1.388888889,Percent
6,ED,Stimulants overdose,Age,16-34 Years,1,01/01/2023,01/31/2023,1.796407186,Percent
6,ED,Cannabis overdose,Age,16-34 Years,1,01/01/2023,01/31/2023,1.19760479,Percent
6,ED,Benzodiazepine overdose,Age,16-34 Years,1,01/01/2023,01/31/2023,0.598802395,Percent
6,ED,Stimulants overdose,Age,16-34 Years,2,02/01/2023,02/28/2023,0.649350649,Percent
6,ED,Cannabis overdose,Age,16-34 Years,2,02/01/2023,02/28/2023,1.298701299,Percent
6,ED,Benzodiazepine overdose,Age,16-34 Years,2,02/01/2023,02/28/2023,0.649350649,Percent
